city,name,zip,address2,hours,state,location,address,services,type,id
Paducah,Kentucky Oaks Mall ,42001,Ste. 565,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,KY,"{u'lat': 37.07925, u'lon': -88.687996}",5010 Hinkleville Rd.,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2860
Nashua,Pheasant Lane Mall ,03060,Ste. 200 Space W115A,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,NH,"{u'lat': 42.702512, u'lon': -71.438431}",310 Daniel Webster Hwy,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,2861
Norridge,Harlem Irving Plaza,60706,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,IL,"{u'lat': 41.953814, u'lon': -87.807425}",4156-E North Harlem Ave,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2862
Fargo,West Acres Shopping Center,58103,Suite 525,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,ND,"{u'lat': 46.859647, u'lon': -96.843706}",3902 13th Ave S,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2863
Bellingham,Bellis Fair,98226,Ste 326,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,WA,"{u'lat': 48.786014, u'lon': -122.490481}",1 Bellis Fair Pkwy,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2864
Amherst,Boulevard Mall ,14226,Ste. 459,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,NY,"{u'lat': 42.988718, u'lon': -78.817252}",756 Alberta Drive,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2865
Tucson,Tucson Mall,85705,Ste 128,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,AZ,"{u'lat': 32.288656, u'lon': -110.974059}",4500 N Oracle Rd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2866
Janesville,Janesville Mall,53545,#150,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,WI,"{u'lat': 42.71266, u'lon': -89.001434}",2500 Milton Ave,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2867
Colonial Heights,Southpark Mall,23834,#F70,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,VA,"{u'lat': 37.253834, u'lon': -77.393539}",230 Southpark Circle,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Samsung Experience Shop']",Mobile,2868
North Canton,North Canton,44720,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,OH,"{u'lat': 40.875835, u'lon': -81.431145}",6595 Strip Ave Nw,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Pacific Kitchen & Home', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,286
Visalia,Visalia Mall,93277,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-8; Sun: 11-6,CA,"{u'lat': 36.311032, u'lon': -119.313898}",2163 S Mooney Blvd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop']",Mobile,2870
San Jose,Eastridge Mall,95122,#1094,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-7,CA,"{u'lat': 37.324125, u'lon': -121.811686}",2200 Eastridge Loop,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2871
Hayward,Southland Mall,94545,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-7,CA,"{u'lat': 37.654679, u'lon': -122.101571}",269 Southland Mall,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol']",Mobile,2872
Chesapeake,Greenbrier Mall,23320,#1094,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-5:30,VA,"{u'lat': 36.776397, u'lon': -76.230162}",1401 Greenbrier Parkway South,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2873
Columbus,Peachtree Mall,31909,Suite F11,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,GA,"{u'lat': 32.507897, u'lon': -84.942473}",3131 Manchester Expy,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Samsung Experience Shop']",Mobile,2875
Amarillo,Westgate Mall,79121,#624,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 35.186447, u'lon': -101.925432}",7701 W Interstate 40,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,2877
Sarasota,Sarasota Square Mall,34238,#A13,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-5:30,FL,"{u'lat': 27.23332, u'lon': -82.497577}",8201 S Tamiami Trail,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,2878
Scranton,Viewmont Mall,18508,#828,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,PA,"{u'lat': 41.460751, u'lon': -75.656921}",100 Viewmont Mall,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2879
Woodbridge,Potomac Mills,22192,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,VA,"{u'lat': 38.652996, u'lon': -77.296356}",2730 Prince William Pkwy,"[u'Geek Squad Solution Central', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Pacific Kitchen & Home', u'Windows Store', u'Electronics Recycling', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,287
Frederick,Francis Scott Key Mall,21703,Ste 426,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MD,"{u'lat': 39.383058, u'lon': -77.405638}",5500 Buckeystown Pike,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2880
Tucson,Park Place,85711,Suite 360,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,AZ,"{u'lat': 32.221467, u'lon': -110.867261}",5870 E Broadway Blvd,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop']",Mobile,2881
Albuquerque,Coronado Center,87110,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,NM,"{u'lat': 35.107913, u'lon': -106.574227}",6600 Menaul Blve NE,"[u'Best Buy Mobile Specialty Store', u'Hablamos Espa\xf1ol', u'Best Buy For Business', u'Electronics Recycling']",Mobile,2882
Brockton,Westgate Mall,02301,Ste E105,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MA,"{u'lat': 42.094974, u'lon': -71.049596}",200 Westgate Dr,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,2883
Waco,Richland Mall,76710,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 31.51389, u'lon': -97.18742}",6001 W Waco Dr. #21,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2884
Victorville,Mall of Victor Valley,92392,#811,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-8; Sun: 11-7,CA,"{u'lat': 34.47041, u'lon': -117.349087}",14400 Bear Valley Rd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2885
Cedar Park,Lakeline Mall,78613,#M09,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 30.47325, u'lon': -97.798381}",11200 Lakeline Mall Dr,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2886
Springfield,Battlefield Mall,65804,#T04,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MO,"{u'lat': 37.16297, u'lon': -93.262771}",2825 S Glenstone Ave,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2887
Gaithersburg,Lakeforest Mall,20877,#H139,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MD,"{u'lat': 39.15098, u'lon': -77.205929}",701 Russell Avenue,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2888
Lincolnwood,Lincolnwood Towne Center,60712,Ste #G10B,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-8; Sun: 11-6,IL,"{u'lat': 42.011834, u'lon': -87.71208}",3333 W Touhy Ave,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2889
Gaithersburg,Gaithersburg,20877,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,MD,"{u'lat': 39.115108, u'lon': -77.18708}",15750 Shady Grove Rd,"[u'Windows Store', u'Geek Squad Services', u'Magnolia Home Theater', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Apple Shop', u'Sony Experience ', u'Pacific Kitchen & Home', u'Samsung Experience', u'LG Experience ', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services']",BigBox,288
Boise,Boise Towne Square,83704,Ste 2093,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-7,ID,"{u'lat': 43.60622, u'lon': -116.278249}",350 N Milwaukee St,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2890
Idaho Falls,Grand Teton Mall,83404,#1190,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,ID,"{u'lat': 43.47916, u'lon': -111.988517}",2300 East 17th Street,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2891
Midland,Midland Park Mall,79705,Ste E05A,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 32.031309, u'lon': -102.130957}",4511 N Midkiff Dr,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Hablamos Espa\xf1ol']",Mobile,2892
Little Rock,Park Plaza,72205,Ste 3162,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,AR,"{u'lat': 34.753461, u'lon': -92.342795}",6000 W Markham St,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,2893
Atlanta,Cumberland Mall,30339,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,GA,"{u'lat': 33.879564, u'lon': -84.4714}",1349 Cumberland Mall,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2894
Atlanta,Northlake Mall,30345,Ste 1019,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,GA,"{u'lat': 33.84988, u'lon': -84.255343}",4800 Briarcliff Road,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2895
Plano,Collin Creek Mall,75075,Ste 1205,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 33.013702, u'lon': -96.712629}",811 N Central Expressway,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2896
St Louis,Saint Louis Galleria,63117,Ste 2077,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MO,"{u'lat': 38.634891, u'lon': -90.347596}",1155 Saint Louis Galleria,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2897
Lewisville,Vista Ridge Mall,75067,Ste 1324,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 33.002023, u'lon': -96.971172}",2401 S Stemmons Fwy,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2898
Albany,Albany Mall,31707,Ste B05,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 1-6,GA,"{u'lat': 31.616642, u'lon': -84.217976}",2601 Dawson Rd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2899
Las Vegas,Maryland Parkway,89119,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,NV,"{u'lat': 36.119545, u'lon': -115.13538}",3820 S Maryland Pkwy,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Camera Experience Shop ', u'Hablamos Espa\xf1ol', u'Geek Squad Solution Central', u'Samsung Experience', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,289
Green Bay,Green Bay,54304,Ste A,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,WI,"{u'lat': 44.481197, u'lon': -88.06794}",825 Pilgrim Way,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Best Buy Marine Powered by Geek Squad', u'Samsung Experience', u'LG Experience ', u'Car & GPS Installation Services']",BigBox,28
Humble,Deerbrook Mall,77338,Ste. 2356,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 30.008287, u'lon': -95.270589}",20131 Highway 59 North,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2900
Auburn,Auburn Mall,01501,S080,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,MA,"{u'lat': 42.203384, u'lon': -71.835952}",385 Southbridge Street,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,2901
Calumet City,River Oaks Center,60409,Ste. C19,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,IL,"{u'lat': 41.597441, u'lon': -87.555288}",96 River Oaks Ctr,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2902
Ann Arbor,Briarwood Mall ,48108,Ste. F125,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MI,"{u'lat': 42.241132, u'lon': -83.746383}",442 Briarwood Circle,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2903
Sunrise,Sawgrass Mills East,33323,Ste 835,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-5,FL,"{u'lat': 26.144876, u'lon': -80.323966}",12801 W Sunrise Blvd,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol']",Mobile,2904
Joplin,Northpark Mall,64801,Ste 260,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,MO,"{u'lat': 37.090904, u'lon': -94.476999}",101 North Rangeline Road,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2905
Colorado Springs,The Citadel,80909,Ste 2380,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,CO,"{u'lat': 38.843587, u'lon': -104.758799}",750 Citadel Dr E,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2906
Cheyenne,Frontier Mall,82009,Space #39,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,WY,"{u'lat': 41.16031, u'lon': -104.806389}",1400 Dell Range Blvd.,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2907
Naples,Coastland Center,34102,Suite H009,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,FL,"{u'lat': 26.171147, u'lon': -81.79949}",1956 Tamiami Trail North,"[u'Best Buy Mobile Specialty Store', u'Hablamos Espa\xf1ol', u'Best Buy For Business', u'Electronics Recycling']",Mobile,2908
Lexington,Fayette Mall,40503,Ste E516,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,KY,"{u'lat': 37.986019, u'lon': -84.526169}",3615 Nicholasville Rd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2909
Glen Burnie,Glen Burnie,21061,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,MD,"{u'lat': 39.193081, u'lon': -76.6119}",6722 Ritchie Hwy,"[u'Windows Store', u'Geek Squad Solution Central', u'Geek Squad Services', u'Best Buy Mobile', u'Electronics Recycling', u'Best Buy For Business', u'Apple Shop', u'Samsung Experience', u'Sony Experience ', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,290
Winchester,Apple Blossom Mall,22601,Ste 57,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,VA,"{u'lat': 39.1635, u'lon': -78.163241}",1850 Apple Blossom Dr,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2910
N Little Rock,McCain Mall,72116,Ste H03A,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12:30-6,AR,"{u'lat': 34.790614, u'lon': -92.227938}",3929 McCain Blvd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2911
Jackson,Old Hickory Mall,38305,Ste C2,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TN,"{u'lat': 35.656586, u'lon': -88.827867}",2021 N. Highland Ave,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2912
Memphis,Wolfchase Galleria,38133,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TN,"{u'lat': 35.201221, u'lon': -89.792061}",2760 N. Germantown Parkway,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2913
Madison,East Towne Mall,53704,Unit E502,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,WI,"{u'lat': 43.122557, u'lon': -89.306707}",5 East Towne Mall,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Hablamos Espa\xf1ol']",Mobile,2914
Douglasville,Arbor Place Mall,30135,Spc 1030,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,GA,"{u'lat': 33.730042, u'lon': -84.746493}",6700 Douglas Blvd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Samsung Experience Shop']",Mobile,2915
La Crosse,Valley View Mall,54601,Spc 0161,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,WI,"{u'lat': 43.866533, u'lon': -91.202394}",3800 State Road 16,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Samsung Experience Shop']",Mobile,2916
Capitola,Capitola Mall ,95010,Suite D2,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-8; Sun: 11-6,CA,"{u'lat': 36.977495, u'lon': -121.966635}",1855 41st Ave,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2917
Dublin,Mall at Tuttle Crossing,43016,Spc 132,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,OH,"{u'lat': 40.076419, u'lon': -83.129888}",5043 Tuttle Crossing Blvd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2919
Houston,Galleria,77056,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 9-10; Sun: 10-8,TX,"{u'lat': 29.73044, u'lon': -95.462402}",5133 Richmond Ave,"[u'Windows Store', u'Geek Squad Solution Central', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Magnolia Design Center ', u'Camera Experience Shop ', u'Electronics Recycling', u'Pacific Kitchen & Home', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,291
Waterbury,Brass Mill Center,06706,Ste #2008,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,CT,"{u'lat': 41.548255, u'lon': -73.025054}",495 Union Street Suite,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2920
Freehold,Freehold Raceway Mall,07728,Ste 1000 - Spc B224,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-7,NJ,"{u'lat': 40.25454, u'lon': -74.297361}",3710 Route 9,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2921
Woodbridge,Woodbridge Center ,07095,,Mon: 10-9:30; Tue: 10-9:30; Wed: 10-9:30; Thurs: 10-9:30; Fri: 10-9:30; Sat: 10-9:30; Sun: 11-7,NJ,"{u'lat': 40.557374, u'lon': -74.299918}",286 Woodbridge Ctr,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Hablamos Espa\xf1ol']",Mobile,2922
Kennesaw,Town Center At Cobb ,30144,Ste. 277,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,GA,"{u'lat': 34.019443, u'lon': -84.563595}",400 Ernest W Barrett Pkwy NW,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2923
Greensburg,Westmoreland Mall,15601,Ste NL7,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-5,PA,"{u'lat': 40.303109, u'lon': -79.507773}",5256 State Road 30,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2925
Youngstown,Southern Park Mall,44512,Ste 267,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,OH,"{u'lat': 41.02281, u'lon': -80.662699}",7401 Market Street,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,2926
Fredricksburg,Spotsylvania Mall,22407,,Mon: 10-9:30; Tue: 10-9:30; Wed: 10-9:30; Thurs: 10-9:30; Fri: 10-9:30; Sat: 10-9:30; Sun: 11-6,VA,"{u'lat': 38.292946, u'lon': -77.509526}",475 Spotsylvania Mall,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2927
Omaha,Oak View Mall,68144,Ste F11,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,NE,"{u'lat': 41.229146, u'lon': -96.138455}",3001 South 144th St,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol']",Mobile,2928
Hyattsville,The Mall at Prince Georges,20782,Spc 1234,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,MD,"{u'lat': 38.966951, u'lon': -76.959345}",3500 East West Hwy,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2929
Reynoldsburg,Reynoldsburg,43068,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,OH,"{u'lat': 39.936005, u'lon': -82.785385}",2782 Taylor Road Ext,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Car & GPS Installation Services']",BigBox,292
College Station,Post Oak Mall,77840,Ste 5010,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 30.62766, u'lon': -96.304689}",1500 Harvey Rd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2930
Beaumont,Parkdale Mall,77706,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 30.125692, u'lon': -94.161606}",6155 Eastex Fwy,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,2931
Las Vegas,Meadow Malls,89107,Ste 2350,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-6,NV,"{u'lat': 36.170231, u'lon': -115.199681}",4300 Meadows Ln,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,2932
