path,subCategories,id,name
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0912000', u'name': u'Small Kitchen Appliances'}, {u'id': u'abcat0912023', u'name': u'Toasters'}]",[],abcat0912023,Toasters
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0912000', u'name': u'Small Kitchen Appliances'}, {u'id': u'abcat0912024', u'name': u'Waffle Makers'}]",[],abcat0912024,Waffle Makers
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0912000', u'name': u'Small Kitchen Appliances'}, {u'id': u'abcat0912025', u'name': u'Kitchen Gadgets'}]","[{u'id': u'pcmcat251300050003', u'name': u'Can Openers'}, {u'id': u'pcmcat251300050008', u'name': u'Electric Knives & Knife Sharpeners'}, {u'id': u'pcmcat251300050004', u'name': u'Food Preparation Utensils'}, {u'id': u'pcmcat251300050005', u'name': u'Food Scales & Measuring'}, {u'id': u'pcmcat251300050007', u'name': u'Lunch Boxes'}, {u'id': u'pcmcat307000050002', u'name': u'Meat Thermometers'}, {u'id': u'pcmcat251300050006', u'name': u'Pepper Mills & Spice Grinders'}, {u'id': u'pcmcat312600050006', u'name': u'Soap Dispensers'}, {u'id': u'pcmcat312600050007', u'name': u'Trash Cans'}, {u'id': u'pcmcat258600050009', u'name': u'Wine Chillers & Accessories'}]",abcat0912025,Kitchen Gadgets
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0912000', u'name': u'Small Kitchen Appliances'}, {u'id': u'pcmcat194000050022', u'name': u'Specialty Appliances'}, {u'id': u'abcat0912027', u'name': u'Bread Machines'}]",[],abcat0912027,Bread Machines
"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'abcat0809000', u'name': u'Office Furniture & Storage'}, {u'id': u'abcat0913004', u'name': u'Safes'}]",[],abcat0913004,Safes
"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'pcmcat254000050002', u'name': u'Connected Home'}, {u'id': u'pcmcat308400050004', u'name': u'Emergency Preparedness'}, {u'id': u'abcat0914000', u'name': u'Weather Stations'}]",[],abcat0914000,Weather Stations
"[{u'id': u'pcmcat242800050021', u'name': u'Health, Fitness & Beauty'}, {u'id': u'abcat0915000', u'name': u'Personal Care & Beauty'}]","[{u'id': u'pcmcat748300687156', u'name': u'Aromatherapy Diffusers & Oils'}, {u'id': u'abcat0915009', u'name': u'Hair Care'}, {u'id': u'pcmcat222900050018', u'name': u'Light Therapy'}, {u'id': u'abcat0915001', u'name': u'Massagers & Spa'}, {u'id': u'pcmcat238300050018', u'name': u'Mirrors'}, {u'id': u'abcat0915010', u'name': u'Oral Care'}, {u'id': u'abcat0915013', u'name': u'Scales'}, {u'id': u'abcat0915005', u'name': u'Shavers & Trimmers'}, {u'id': u'pcmcat259100050005', u'name': u'Skin Care'}, {u'id': u'pcmcat244000050028', u'name': u'Travel Accessories'}, {u'id': u'abcat0915011', u'name': u'Portable Beds'}, {u'id': u'abcat0915014', u'name': u'Exercise Equipmentx'}, {u'id': u'pcmcat251100050004', u'name': u'Baby Care'}, {u'id': u'abcat0208023', u'name': u'Travel Accessories'}]",abcat0915000,Personal Care & Beauty
"[{u'id': u'pcmcat242800050021', u'name': u'Health, Fitness & Beauty'}, {u'id': u'abcat0915000', u'name': u'Personal Care & Beauty'}, {u'id': u'abcat0915001', u'name': u'Massagers & Spa'}]","[{u'id': u'abcat0915003', u'name': u'Massagers'}, {u'id': u'abcat0915002', u'name': u'Bath & Foot Spas'}, {u'id': u'abcat0915004', u'name': u'Sound Soothers & Fountains'}]",abcat0915001,Massagers & Spa
"[{u'id': u'pcmcat242800050021', u'name': u'Health, Fitness & Beauty'}, {u'id': u'abcat0915000', u'name': u'Personal Care & Beauty'}, {u'id': u'abcat0915005', u'name': u'Shavers & Trimmers'}]","[{u'id': u'abcat0915006', u'name': u""Men's Shavers""}, {u'id': u'abcat0915008', u'name': u""Women's Shavers""}, {u'id': u'abcat0915007', u'name': u'Trimmers'}, {u'id': u'pcmcat259100050004', u'name': u'Electric Shaver Replacement Heads'}]",abcat0915005,Shavers & Trimmers
"[{u'id': u'pcmcat242800050021', u'name': u'Health, Fitness & Beauty'}, {u'id': u'abcat0915000', u'name': u'Personal Care & Beauty'}, {u'id': u'abcat0915005', u'name': u'Shavers & Trimmers'}, {u'id': u'abcat0915006', u'name': u""Men's Shavers""}]",[],abcat0915006,Men's Shavers
"[{u'id': u'pcmcat242800050021', u'name': u'Health, Fitness & Beauty'}, {u'id': u'abcat0915000', u'name': u'Personal Care & Beauty'}, {u'id': u'abcat0915005', u'name': u'Shavers & Trimmers'}, {u'id': u'abcat0915007', u'name': u'Trimmers'}]",[],abcat0915007,Trimmers
"[{u'id': u'pcmcat242800050021', u'name': u'Health, Fitness & Beauty'}, {u'id': u'abcat0915000', u'name': u'Personal Care & Beauty'}, {u'id': u'abcat0915005', u'name': u'Shavers & Trimmers'}, {u'id': u'abcat0915008', u'name': u""Women's Shavers""}]",[],abcat0915008,Women's Shavers
"[{u'id': u'pcmcat242800050021', u'name': u'Health, Fitness & Beauty'}, {u'id': u'abcat0915000', u'name': u'Personal Care & Beauty'}, {u'id': u'abcat0915009', u'name': u'Hair Care'}]","[{u'id': u'pcmcat174400050004', u'name': u'Hair Dryers'}, {u'id': u'pcmcat174400050010', u'name': u'Hair Straighteners'}, {u'id': u'pcmcat174400050011', u'name': u'Curling Irons'}, {u'id': u'pcmcat238300050016', u'name': u'Curlers'}, {u'id': u'pcmcat238300050017', u'name': u'Hair & Nail Cutting Kits'}, {u'id': u'pcmcat174400050012', u'name': u'Hair Care Accessories'}]",abcat0915009,Hair Care
"[{u'id': u'pcmcat242800050021', u'name': u'Health, Fitness & Beauty'}, {u'id': u'abcat0915000', u'name': u'Personal Care & Beauty'}, {u'id': u'abcat0915010', u'name': u'Oral Care'}]","[{u'id': u'pcmcat174400050013', u'name': u'Electric Toothbrushes'}, {u'id': u'pcmcat174400050014', u'name': u'Toothbrush Replacement Heads'}, {u'id': u'pcmcat238300050019', u'name': u'Water Jets'}]",abcat0915010,Oral Care
"[{u'id': u'pcmcat242800050021', u'name': u'Health, Fitness & Beauty'}, {u'id': u'abcat0915000', u'name': u'Personal Care & Beauty'}, {u'id': u'abcat0915013', u'name': u'Scales'}]",[],abcat0915013,Scales
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}]","[{u'id': u'pcmcat303700050016', u'name': u'Air Purifier Filters & Parts'}, {u'id': u'pcmcat303700050017', u'name': u'Dehumidifier Filters & Parts'}, {u'id': u'abcat0916001', u'name': u'Dishwasher Accessories'}, {u'id': u'abcat0916002', u'name': u'Dryer Accessories'}, {u'id': u'pcmcat248700050022', u'name': u'General Appliance Accessories'}, {u'id': u'pcmcat303700050018', u'name': u'Humidifier Filters & Parts'}, {u'id': u'abcat0916015', u'name': u'Microwave Accessories'}, {u'id': u'abcat0916003', u'name': u'Range & Oven Accessories'}, {u'id': u'abcat0916004', u'name': u'Refrigerator Parts & Accessories'}, {u'id': u'pcmcat245700050026', u'name': u'Refrigerator Water Filters & Icemakers'}, {u'id': u'pcmcat268100050003', u'name': u'Air Conditioner Accessories'}, {u'id': u'abcat0916014', u'name': u'Washer Accessories'}, {u'id': u'abcat0916008', u'name': u'Vacuum & Floor Care Accessories'}, {u'id': u'pcmcat198600050031', u'name': u'Washer & Dryer Accessories'}, {u'id': u'pcmcat345400050023', u'name': u'Range Hood Parts & Accessories'}, {u'id': u'pcmcat367200050002', u'name': u'Fireplace Accessories'}, {u'id': u'abcat0906002', u'name': u'Sink Garbage Disposals'}, {u'id': u'abcat0906001', u'name': u'Trash Compactors'}]",abcat0916000,Appliance Parts & Accessories
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916001', u'name': u'Dishwasher Accessories'}]","[{u'id': u'pcmcat345400050009', u'name': u'Dishwasher Installation Kits'}, {u'id': u'pcmcat345400050010', u'name': u'Dishwasher Power Cords'}, {u'id': u'pcmcat341100050006', u'name': u'Cleaning Products'}]",abcat0916001,Dishwasher Accessories
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916002', u'name': u'Dryer Accessories'}]",[],abcat0916002,Dryer Accessories
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916003', u'name': u'Range & Oven Accessories'}]","[{u'id': u'pcmcat345400050015', u'name': u'Backguards'}, {u'id': u'pcmcat345400050016', u'name': u'Burner Rings'}, {u'id': u'pcmcat345400050017', u'name': u'Gas Lines'}, {u'id': u'pcmcat345400050018', u'name': u'Grills & Oven Racks'}, {u'id': u'pcmcat345400050019', u'name': u'Installation & Conversion Kits'}, {u'id': u'pcmcat345400050020', u'name': u'Trim Kits & Paneling'}, {u'id': u'pcmcat345400050021', u'name': u'Range & Oven Power Cords'}, {u'id': u'pcmcat345400050022', u'name': u'Storage Drawers'}, {u'id': u'pcmcat341100050006', u'name': u'Cleaning Products'}]",abcat0916003,Range & Oven Accessories
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916004', u'name': u'Refrigerator Parts & Accessories'}]","[{u'id': u'abcat0916006', u'name': u'Refrigerator Water Filters'}, {u'id': u'pcmcat325300050001', u'name': u'Refrigerator Air Filters'}, {u'id': u'pcmcat325300050002', u'name': u'Refrigerator Trim Kits'}, {u'id': u'pcmcat325300050003', u'name': u'Waterline Installation Kits'}, {u'id': u'abcat0916007', u'name': u'More Accessories'}, {u'id': u'abcat0916005', u'name': u'Installation Accessories'}, {u'id': u'pcmcat345400050027', u'name': u'Refrigerator Storage'}, {u'id': u'pcmcat341100050006', u'name': u'Cleaning Products'}]",abcat0916004,Refrigerator Parts & Accessories
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916004', u'name': u'Refrigerator Parts & Accessories'}, {u'id': u'abcat0916006', u'name': u'Refrigerator Water Filters'}]",[],abcat0916006,Refrigerator Water Filters
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916008', u'name': u'Vacuum & Floor Care Accessories'}]","[{u'id': u'abcat0916009', u'name': u'Cleaning Solutions'}, {u'id': u'abcat0916010', u'name': u'Vacuum & Floor Tools'}, {u'id': u'abcat0916011', u'name': u'Vacuum Bags'}, {u'id': u'abcat0916012', u'name': u'Vacuum Belts'}, {u'id': u'abcat0916013', u'name': u'Vacuum Filters'}]",abcat0916008,Vacuum & Floor Care Accessories
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916008', u'name': u'Vacuum & Floor Care Accessories'}, {u'id': u'abcat0916009', u'name': u'Cleaning Solutions'}]",[],abcat0916009,Cleaning Solutions
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916008', u'name': u'Vacuum & Floor Care Accessories'}, {u'id': u'abcat0916010', u'name': u'Vacuum & Floor Tools'}]",[],abcat0916010,Vacuum & Floor Tools
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916008', u'name': u'Vacuum & Floor Care Accessories'}, {u'id': u'abcat0916011', u'name': u'Vacuum Bags'}]",[],abcat0916011,Vacuum Bags
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916008', u'name': u'Vacuum & Floor Care Accessories'}, {u'id': u'abcat0916012', u'name': u'Vacuum Belts'}]",[],abcat0916012,Vacuum Belts
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916008', u'name': u'Vacuum & Floor Care Accessories'}, {u'id': u'abcat0916013', u'name': u'Vacuum Filters'}]",[],abcat0916013,Vacuum Filters
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916014', u'name': u'Washer Accessories'}]",[],abcat0916014,Washer Accessories
"[{u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'abcat0916000', u'name': u'Appliance Parts & Accessories'}, {u'id': u'abcat0916015', u'name': u'Microwave Accessories'}]","[{u'id': u'pcmcat345400050011', u'name': u'Microwave Air Filters'}, {u'id': u'pcmcat345400050012', u'name': u'Microwave Carts and Shelves'}, {u'id': u'pcmcat345400050013', u'name': u'Microwave Mounting Kits'}, {u'id': u'pcmcat345400050014', u'name': u'Microwave Trim Kits'}, {u'id': u'pcmcat341100050006', u'name': u'Cleaning Products'}]",abcat0916015,Microwave Accessories
"[{u'id': u'cat00000', u'name': u'Best Buy'}]","[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0200000', u'name': u'Audio'}, {u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'abcat0400000', u'name': u'Cameras & Camcorders'}, {u'id': u'abcat0500000', u'name': u'Computers & Tablets'}, {u'id': u'pcmcat311300050017', u'name': u'Video Games, Movies & Music'}, {u'id': u'abcat0600000', u'name': u'Movies & Music'}, {u'id': u'abcat0700000', u'name': u'Video Games'}, {u'id': u'abcat0800000', u'name': u'Cell Phones'}, {u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'abcat0900000', u'name': u'Appliances'}, {u'id': u'pcmcat242800050021', u'name': u'Health, Fitness & Beauty'}, {u'id': u'cat09000', u'name': u'Best Buy Gift Cards'}, {u'id': u'pcmcat193400050004', u'name': u'Corporate Gift Cards'}, {u'id': u'abcat0010000', u'name': u'Gift Ideas'}, {u'id': u'pcmcat128500050004', u'name': u'Name Brands'}, {u'id': u'pcmcat44800050004', u'name': u'Reward Zone'}, {u'id': u'pcmcat133200050003', u'name': u'Best Buy News'}, {u'id': u'pcmcat139900050002', u'name': u'Magnolia Home Theater'}, {u'id': u'pcmcat140700050010', u'name': u'Special Sale'}, {u'id': u'pcmcat140900050011', u'name': u'Top-Rated Products'}, {u'id': u'pcmcat142300050026', u'name': u'Best Buy Outlet'}, {u'id': u'pcmcat144600050035', u'name': u'More Categories'}, {u'id': u'pcmcat128800050004', u'name': u'Reviews & Ratings'}, {u'id': u'pcmcat149500050013', u'name': u'Best Buy Racing'}, {u'id': u'pcmcat156400050050', u'name': u'Partsearch'}, {u'id': u'pcmcat230900050001', u'name': u'Best Buy For Business'}, {u'id': u'pcmcat245100050028', u'name': u'Office'}, {u'id': u'pcmcat248700050021', u'name': u'Housewares'}, {u'id': u'pcmcat87800050001', u'name': u'Customer Service'}, {u'id': u'pcmcat253600050018', u'name': u'e Gift Cards'}, {u'id': u'abcat0207000', u'name': u'Musical Instruments'}, {u'id': u'pcmcat164600050001', u'name': u'Featured Offers'}, {u'id': u'pcmcat145100050000', u'name': u'Batteries & Power'}, {u'id': u'pcmcat332000050000', u'name': u'Wearable Technology'}, {u'id': u'pcmcat138100050018', u'name': u'Geek Squad'}, {u'id': u'pcmcat748300453862', u'name': u'AppleCare'}, {u'id': u'pcmcat252700050006', u'name': u'Toys, Games & Drones'}, {u'id': u'pcmcat748302045953', u'name': u'AF TestingTemplate'}]",cat00000,Best Buy
"[{u'id': u'abcat0600000', u'name': u'Movies & Music'}, {u'id': u'cat02001', u'name': u'Music (CDs & Vinyl)'}]","[{u'id': u'pcmcat11400050003', u'name': u'Deals on Music CDs, Records & Music DVDs - Best Buy'}, {u'id': u'pcmcat28200050000', u'name': u'New Releases'}, {u'id': u'cat16113', u'name': u'Coming Soon'}, {u'id': u'cat02186', u'name': u'Best Sellers'}, {u'id': u'pcmcat72400050003', u'name': u'Podcasts & Streams'}, {u'id': u'cat02002', u'name': u'Blues'}, {u'id': u'cat02185', u'name': u'Box Sets'}, {u'id': u'cat02504', u'name': u""Children's""}, {u'id': u'pcmcat111300050004', u'name': u'Classical Music'}, {u'id': u'cat02501', u'name': u'Comedy/Spoken'}, {u'id': u'cat02003', u'name': u'Country'}, {u'id': u'cat02004', u'name': u'Electronic/Dance'}, {u'id': u'cat02506', u'name': u'Easy Listening'}, {u'id': u'cat02005', u'name': u'Folk'}, {u'id': u'cat02006', u'name': u'Gospel & Christian'}, {u'id': u'cat02500', u'name': u'Holiday'}, {u'id': u'cat02007', u'name': u'Jazz'}, {u'id': u'cat02505', u'name': u'Karaoke'}, {u'id': u'cat02502', u'name': u'Latin'}, {u'id': u'pcmcat80300050000', u'name': u'Latin Urban'}, {u'id': u'cat02075', u'name': u'Music DVDs'}, {u'id': u'cat02008', u'name': u'New Age'}, {u'id': u'cat02009', u'name': u'Pop'}, {u'id': u'cat02011', u'name': u'R&B & Soul'}, {u'id': u'cat02012', u'name': u'Rap & Hip-Hop'}, {u'id': u'cat02507', u'name': u'Reggae'}, {u'id': u'cat02010', u'name': u'Rock'}, {u'id': u'cat02013', u'name': u'Soundtracks & Shows'}, {u'id': u'cat02014', u'name': u'World'}, {u'id': u'pcmcat16200050000', u'name': u'Digital Music Subscriptions'}, {u'id': u'pcmcat134600050012', u'name': u'Rhapsody Originals'}, {u'id': u'cat02499', u'name': u'Other Genres'}, {u'id': u'pcmcat197800050016', u'name': u'CDs'}, {u'id': u'pcmcat197800050048', u'name': u'Vinyl Records'}, {u'id': u'pcmcat197800050049', u'name': u'DVD Music Video'}, {u'id': u'pcmcat197800050050', u'name': u'Blu-ray Music'}, {u'id': u'pcmcat197800050051', u'name': u'USB Music'}, {u'id': u'pcmcat197800050052', u'name': u'DVD-Audio'}, {u'id': u'pcmcat144500050022', u'name': u'Music Apparel'}, {u'id': u'pcmcat340300050005', u'name': u'Digital Music Gift Cards'}, {u'id': u'pcmcat344200050016', u'name': u'Compilations'}, {u'id': u'pcmcat379500050000', u'name': u'Pre-Orders (CDs & Vinyl)'}, {u'id': u'pcmcat379500050001', u'name': u'Coming Soon (CDs & Vinyl)'}]",cat02001,Music (CDs & Vinyl)
"[{u'id': u'abcat0600000', u'name': u'Movies & Music'}, {u'id': u'cat02001', u'name': u'Music (CDs & Vinyl)'}, {u'id': u'cat02002', u'name': u'Blues'}]","[{u'id': u'cat02172', u'name': u'Blues Best Sellers'}, {u'id': u'cat02221', u'name': u'Blues New Releases'}, {u'id': u'cat02207', u'name': u'Blues Coming Soon'}, {u'id': u'cat02941', u'name': u'General Blues'}, {u'id': u'cat02577', u'name': u'British Blues'}, {u'id': u'cat02578', u'name': u'Chicago Blues'}, {u'id': u'cat02579', u'name': u'Classic Female Blues'}, {u'id': u'cat02580', u'name': u'Contemporary Blues'}, {u'id': u'cat02581', u'name': u'Country Blues'}, {u'id': u'cat02582', u'name': u'Delta'}, {u'id': u'cat02583', u'name': u'Guitar'}, {u'id': u'cat02584', u'name': u'Harmonica'}, {u'id': u'cat02585', u'name': u'Jump Blues'}, {u'id': u'cat02586', u'name': u'Modern Urban Blues'}, {u'id': u'cat02587', u'name': u'Piano'}, {u'id': u'cat02588', u'name': u'Regional Collections'}, {u'id': u'cat02589', u'name': u'Swamp'}, {u'id': u'cat02590', u'name': u'Texas/W. Coast Blues'}, {u'id': u'cat02591', u'name': u'Tribute Albums'}]",cat02002,Blues
"[{u'id': u'abcat0600000', u'name': u'Movies & Music'}, {u'id': u'cat02001', u'name': u'Music (CDs & Vinyl)'}, {u'id': u'cat02003', u'name': u'Country'}]","[{u'id': u'cat02173', u'name': u'Country Best Sellers'}, {u'id': u'cat02222', u'name': u'Country New Releases'}, {u'id': u'cat02208', u'name': u'Country Coming Soon'}, {u'id': u'cat02942', u'name': u'General Country'}, {u'id': u'cat02592', u'name': u'Alt Country'}, {u'id': u'cat02593', u'name': u'Bakersfield'}, {u'id': u'cat02594', u'name': u'Bluegrass'}, {u'id': u'cat02595', u'name': u'Contemporary Country'}, {u'id': u'cat02596', u'name': u'Cowboy'}, {u'id': u'cat02597', u'name': u'Early Country'}, {u'id': u'cat02598', u'name': u'Gospel'}, {u'id': u'cat02599', u'name': u'Honkytonk'}, {u'id': u'cat02600', u'name': u'Line Dance'}, {u'id': u'cat02601', u'name': u'Nashville Sound'}, {u'id': u'cat02602', u'name': u'Outlaw Country'}, {u'id': u'cat02603', u'name': u'Progressive Country'}, {u'id': u'cat02604', u'name': u'Singer/Songwriter'}, {u'id': u'cat02605', u'name': u'Tribute Albums'}, {u'id': u'cat02606', u'name': u'Western Swing'}]",cat02003,Country
"[{u'id': u'abcat0600000', u'name': u'Movies & Music'}, {u'id': u'cat02001', u'name': u'Music (CDs & Vinyl)'}, {u'id': u'cat02004', u'name': u'Electronic/Dance'}]","[{u'id': u'cat02174', u'name': u'Dance & DJ Best Sellers'}, {u'id': u'cat02223', u'name': u'Dance & DJ New Releases'}, {u'id': u'cat02209', u'name': u'Dance & DJ Coming Soon'}, {u'id': u'cat02613', u'name': u'Ambient'}, {u'id': u'cat02614', u'name': u'Bass/Electronic'}, {u'id': u'cat02712', u'name': u'Chicago House'}, {u'id': u'cat02615', u'name': u'Classic Electronic'}, {u'id': u'cat02607', u'name': u'Dance'}, {u'id': u'cat02617', u'name': u'Detroit Techno'}, {u'id': u'cat02608', u'name': u'Disco'}, {u'id': u'cat02616', u'name': u""Drum 'N' Bass/Jungle""}, {u'id': u'cat02618', u'name': u'Electro'}, {u'id': u'cat02619', u'name': u'Electronica'}, {u'id': u'cat02620', u'name': u'German/Euro Techno'}, {u'id': u'cat02609', u'name': u'House'}, {u'id': u'cat02610', u'name': u'Latin House'}, {u'id': u'cat02611', u'name': u'New York House'}, {u'id': u'cat02621', u'name': u'Techno'}, {u'id': u'cat02622', u'name': u'Trance'}, {u'id': u'cat02896', u'name': u'Tribute Albums'}, {u'id': u'cat02623', u'name': u'Trip Hop/Big Beat'}, {u'id': u'cat02612', u'name': u'UK House'}, {u'id': u'cat02624', u'name': u'UK Techno'}]",cat02004,Electronic/Dance
"[{u'id': u'abcat0600000', u'name': u'Movies & Music'}, {u'id': u'cat02001', u'name': u'Music (CDs & Vinyl)'}, {u'id': u'cat02005', u'name': u'Folk'}]","[{u'id': u'cat02175', u'name': u'Folk Best Sellers'}, {u'id': u'cat02224', u'name': u'Folk New Releases'}, {u'id': u'cat02210', u'name': u'Folk Coming Soon'}, {u'id': u'cat02625', u'name': u'British Folk'}, {u'id': u'cat02924', u'name': u'Folk Dance'}, {u'id': u'cat02626', u'name': u'Singer/Songwriter'}, {u'id': u'cat02627', u'name': u'String Bands'}, {u'id': u'cat02897', u'name': u'Tribute Albums'}]",cat02005,Folk
"[{u'id': u'abcat0600000', u'name': u'Movies & Music'}, {u'id': u'cat02001', u'name': u'Music (CDs & Vinyl)'}, {u'id': u'cat02006', u'name': u'Gospel & Christian'}]","[{u'id': u'cat02176', u'name': u'Gospel & Christian Best Sellers'}, {u'id': u'cat02225', u'name': u'Gospel & Christian New Releases'}, {u'id': u'cat02211', u'name': u'Gospel & Christian Coming Soon'}, {u'id': u'cat02628', u'name': u'Classic Gospel'}, {u'id': u'cat02629', u'name': u'Contemp. Christian'}, {u'id': u'cat02630', u'name': u'Contemp. Gospel'}, {u'id': u'cat02631', u'name': u'Gospel Rap'}, {u'id': u'cat02632', u'name': u'Latin'}, {u'id': u'cat02633', u'name': u'Southern Gospel'}, {u'id': u'cat02634', u'name': u'Tribute Albums'}]",cat02006,Gospel & Christian
"[{u'id': u'abcat0600000', u'name': u'Movies & Music'}, {u'id': u'cat02001', u'name': u'Music (CDs & Vinyl)'}, {u'id': u'cat02007', u'name': u'Jazz'}]","[{u'id': u'cat02177', u'name': u'Jazz Best Sellers'}, {u'id': u'cat02226', u'name': u'Jazz New Releases'}, {u'id': u'cat02212', u'name': u'Jazz Coming Soon'}, {u'id': u'cat02635', u'name': u'Acid Jazz'}, {u'id': u'cat02637', u'name': u'Big Band'}, {u'id': u'cat02935', u'name': u'Dixieland'}, {u'id': u'cat02636', u'name': u'Jazz Instrument'}, {u'id': u'cat02638', u'name': u'Jazz Vocal'}, {u'id': u'cat02899', u'name': u'Swing'}, {u'id': u'cat02639', u'name': u'Tribute Albums'}]",cat02007,Jazz
"[{u'id': u'abcat0600000', u'name': u'Movies & Music'}, {u'id': u'cat02001', u'name': u'Music (CDs & Vinyl)'}, {u'id': u'cat02008', u'name': u'New Age'}]","[{u'id': u'cat02178', u'name': u'New Age Best Sellers'}, {u'id': u'cat02227', u'name': u'New Age New Releases'}, {u'id': u'cat02213', u'name': u'New Age Coming Soon'}, {u'id': u'cat02640', u'name': u'Flute'}, {u'id': u'cat02641', u'name': u'Guitar'}, {u'id': u'cat02642', u'name': u'Harp'}, {u'id': u'cat02643', u'name': u'Keyboard/Synthesizer'}, {u'id': u'cat02644', u'name': u""Meditation/Relaxat'n""}, {u'id': u'cat02645', u'name': u'Percussion'}, {u'id': u'cat02646', u'name': u'Piano'}, {u'id': u'cat02647', u'name': u'Saxophone'}, {u'id': u'cat02892', u'name': u'Violin'}]",cat02008,New Age
"[{u'id': u'abcat0600000', u'name': u'Movies & Music'}, {u'id': u'cat02001', u'name': u'Music (CDs & Vinyl)'}, {u'id': u'cat02009', u'name': u'Pop'}]","[{u'id': u'cat02179', u'name': u'Pop Best Sellers'}, {u'id': u'cat02228', u'name': u'Pop New Releases'}, {u'id': u'cat02214', u'name': u'Pop Coming Soon'}, {u'id': u'cat02937', u'name': u'General'}, {u'id': u'cat02655', u'name': u'Brit Pop'}, {u'id': u'cat02936', u'name': u'Bubble Gum'}, {u'id': u'cat02652', u'name': u'Classic Pop Vocals'}, {u'id': u'cat02653', u'name': u'Contemp. Pop Vocals'}, {u'id': u'cat02938', u'name': u'French Pop'}, {u'id': u'cat02656', u'name': u'Game'}, {u'id': u'cat02660', u'name': u'New Romantic'}, {u'id': u'cat02657', u'name': u'New Wave'}, {u'id': u'cat02654', u'name': u'Nostalgia'}, {u'id': u'cat02649', u'name': u'Pop R&B'}, {u'id': u'cat02658', u'name': u'Power Pop'}, {u'id': u'cat02659', u'name': u'Singer/Songwriter'}, {u'id': u'cat02650', u'name': u'Synth Pop'}, {u'id': u'cat02698', u'name': u'Teen Idol'}, {u'id': u'cat02651', u'name': u'Teen Pop'}, {u'id': u'cat02939', u'name': u'Tribute Albums'}]",cat02009,Pop
